title;description;amount;average_per_member;date_purchased;date_created;last_update;user_id;category_id;group_id;is_deleted
Internet ;;34.9;17.45;2023-08-27;2023-08-27;;1;20;3;false
La hora;Rischart am Rotkreuzplatz ;14.9;7.45;2023-08-27;2023-08-27;;1;19;3;false
Norwegen;4500 NOK: AnneGerd (3300), Camping gas (200), Busse (390), Coffee&Cake Vikjorda (200), Ice cream Bodo (100) +  ? (210);402.41;201.205;2023-08-26;2023-08-26;;2;26;3;false
DM;;53.6;26.8;2023-08-26;2023-08-26;;1;22;3;false
Edeka;;29.43;14.715;2023-08-26;2023-08-26;;2;18;3;false
Edeka ;;55.42;27.71;2023-08-26;2023-08-26;;1;18;3;false
Vollcorner ;;29.02;14.51;2023-08-26;2023-08-26;;1;18;3;false
Norwegen ;Coffee & Cake Flughafen Bodø ;17.75;8.875;2023-08-25;2023-08-25;;2;26;3;false
Norwegen ;Brown cheese ;10.97;5.485;2023-08-25;2023-08-25;;2;26;3;false
Norwegen ;Essen Flughafen Oslo;27.33;13.665;2023-08-25;2023-08-25;;2;26;3;false
Norwegen ;Chocolate ;6.79;3.395;2023-08-25;2023-08-25;;2;26;3;false
Norwegen;Buss zum Flughafen in Bodø;11;5.5;2023-08-25;2023-08-25;;1;26;3;false
Norwegen ;Essen Flughafen Bodø;17.23;8.615;2023-08-25;2023-08-25;;2;26;3;false
Norwegen ;Bus Å - Moskenes ;11.14;5.57;2023-08-25;2023-08-25;;2;26;3;false
Norwegen ;Coffee & Cake Å;15.51;7.755;2023-08-24;2023-08-24;;2;26;3;false
Norwegen ;Pasta, Sauce, Souvenirs, Cheese slicer;30.67;15.335;2023-08-24;2023-08-24;;2;26;3;false
Norwegen ;Hostel Å;79.36;39.68;2023-08-23;2023-08-23;;2;26;3;false
Norwegen ;Coop - Cookies;14.97;7.485;2023-08-22;2023-08-22;;2;26;3;false
Norwegen ;Boat Kjerkefjord - Reine;17.42;8.71;2023-08-20;2023-08-20;;2;26;3;false
Norwegen ;Bus Reine - Leknes;22.82;11.41;2023-08-20;2023-08-20;;2;26;3;false
Norwegen ;Bunnpris Lebensmittel ;47.3;23.65;2023-08-20;2023-08-20;;2;26;3;false
Norwegen ;REMA - Lebensmittel;37.37;18.685;2023-08-16;2023-08-16;;2;26;3;false
Norwegen ;REMA Bier und Schocki;18.93;9.465;2023-08-16;2023-08-16;;2;26;3;false
Norwegen ;Essen in Bodø ;58.06;29.03;2023-08-11;2023-08-11;;2;26;3;false
Norwegen ;Bus Bodø Flufghafen - Bodø Kai;11.49;5.745;2023-08-11;2023-08-11;;2;26;3;false
Norwegen ;Boot Bodø - Svolvær;104.09;52.045;2023-08-11;2023-08-11;;2;26;3;false
DM;;6.1;3.05;2023-08-07;2023-08-07;;1;22;3;false
Edeka ;;62.36;31.18;2023-08-07;2023-08-07;;1;18;3;false
Geschenk für Gralle;Asbach + Afri Cola ;14.93;7.465;2023-08-06;2023-08-06;;1;17;3;false
Tanken;Wartenberg ;53.93;26.965;2023-08-06;2023-08-06;;1;24;3;false
Baumarkt;Fussmate + Akku-Ladegerät mit Akkus AA;52.93;26.465;2023-08-05;2023-08-05;;2;20;3;false
Edeka;queso ;4.77;2.385;2023-08-04;2023-08-04;;2;18;3;false
Edeka ;;54.54;27.27;2023-08-03;2023-08-03;;1;18;3;false
Aldi;5x Studentenfutter;8.45;4.225;2023-08-03;2023-08-03;;1;18;3;false
Kostas ;;12.46;6.23;2023-07-29;2023-07-29;;2;18;3;false
Edeka ;;63.77;31.885;2023-07-29;2023-07-29;;1;18;3;false
Vollcorner ;;18.46;9.23;2023-07-29;2023-07-29;;1;18;3;false
Strom;;25;12.5;2023-07-28;2023-07-28;;2;20;3;false
Netflix April-Juli;;31.96;15.98;2023-07-27;2023-07-27;;2;20;3;false
Norwegen ;Globetrotter - Trocken Nahrung & Seife ;113.89;56.945;2023-07-22;2023-07-22;;1;26;3;false
Edeka;;16.53;8.265;2023-07-22;2023-07-22;;2;18;3;false
Biergarten ;;50;25;2023-07-22;2023-07-22;;1;19;3;false
Vollcorner ;;23.45;11.725;2023-07-22;2023-07-22;;1;18;3;false
Edeka ;;62.71;31.355;2023-07-22;2023-07-22;;1;18;3;false
Rossmann;;4.67;2.335;2023-07-19;2023-07-19;;2;22;3;false
Internet ;;34.9;17.45;2023-07-19;2023-07-19;;1;20;3;false
ARD ZDF;;55.08;27.54;2023-07-17;2023-07-17;;2;20;3;false
Norwegen ;Flüge;974.1;487.05;2023-07-16;2023-07-16;;2;26;3;false
Norwegen ;Hotel Svolvaer;71.78;35.89;2023-07-16;2023-07-16;;2;26;3;false
Edeka ;;67;33.5;2023-07-15;2023-07-15;;1;18;3;false
Vollcorner ;;22.98;11.49;2023-07-15;2023-07-15;;1;18;3;false
Kostas ;;43;21.5;2023-07-15;2023-07-15;;2;18;3;false
Edeka ;;45.76;22.88;2023-07-12;2023-07-12;;1;18;3;false
Kostas;;31.2;15.6;2023-07-10;2023-07-10;;2;18;3;false
Rossmann;;4.5;2.25;2023-07-10;2023-07-10;;2;22;3;false
Edeka ;;36.76;18.38;2023-07-06;2023-07-06;;1;18;3;false
Edeka ;;54.59;27.295;2023-07-01;2023-07-01;;1;18;3;false
Vollcorner ;;26.59;13.295;2023-07-01;2023-07-01;;1;18;3;false
Kostas;;33.04;16.52;2023-07-01;2023-07-01;;2;18;3;false
Strom;;25;12.5;2023-06-30;2023-06-30;;2;20;3;false
Edeka;;45.07;22.535;2023-06-27;2023-06-27;;1;18;3;false
Vollcorner ;;8.37;4.185;2023-06-24;2023-06-24;;2;18;3;false
REWE;;16.36;8.18;2023-06-24;2023-06-24;;2;18;3;false
Brot;;8.91;4.455;2023-06-24;2023-06-24;;2;18;3;false
Kostas;;26.57;13.285;2023-06-23;2023-06-23;;2;18;3;false
Internet ;;34.9;17.45;2023-06-20;2023-06-20;;1;20;3;false
Kostas;;15;7.5;2023-06-17;2023-06-17;;2;18;3;false
Vollcorner ;;17.07;8.535;2023-06-17;2023-06-17;;1;18;3;false
Edeka;;39.85;19.925;2023-06-17;2023-06-17;;1;18;3;false
Kostas;;45.9;22.95;2023-06-14;2023-06-14;;2;18;3;false
Griechenland ;Tiny House Korouta;121.51;60.755;2023-06-13;2023-06-13;;2;26;3;false
Biergarten ;;43;21.5;2023-06-13;2023-06-13;;1;19;3;false
Breakfast Flughafen Athenen;Griechenland ;20.3;10.15;2023-06-13;2023-06-13;;2;26;3;false
Griechenland ;Parthenis Riviera Hotel ;68;34;2023-06-13;2023-06-13;;2;26;3;false
Kostas;;10.64;5.32;2023-06-13;2023-06-13;;2;18;3;false
Griechenland ;Hotel letzter Tag;68;34;2023-06-13;2023-06-13;;2;26;3;false
Olympia Tickets ;Griechenland ;24;12;2023-06-12;2023-06-12;;2;26;3;false
Gas LPG;Griechenland ;10;5;2023-06-12;2023-06-12;;2;26;3;false
Griechenland ;Autobahn Maut;14.6;7.3;2023-06-12;2023-06-12;;1;26;3;false
Griechenland ;Essen in Olympia bei George;26;13;2023-06-12;2023-06-12;;1;26;3;false
Griechenland ;Autobahn Maut;15;7.5;2023-06-12;2023-06-12;;1;26;3;false
Gasoline Olympia ;Griechenland ;23.01;11.505;2023-06-12;2023-06-12;;2;26;3;false
Griechenland ;Essen am Strand in Kourouta ;20;10;2023-06-11;2023-06-11;;1;26;3;false
Griechenland ;Lebensmittel in Kourouta ;6.7;3.35;2023-06-11;2023-06-11;;1;26;3;false
Griechenland ;Abendessen am Strand in Kourouta ;30;15;2023-06-11;2023-06-11;;1;26;3;false
Griechenland ;Lebensmittel in Kourouta ;26.8;13.4;2023-06-09;2023-06-09;;1;26;3;false
Griechenland ;Automiete;83;41.5;2023-06-09;2023-06-09;;2;26;3;false
Griechenland ;Hotel Athen Raise Boutique ;241.62;120.81;2023-06-09;2023-06-09;;2;26;3;false
Gas LPG;Griechenland ;26.93;13.465;2023-06-09;2023-06-09;;2;26;3;false
Mittagessen Patras am Strand :);Griechenland ;45;22.5;2023-06-09;2023-06-09;;2;26;3;false
Breakfast Athen;Griechenland ;27;13.5;2023-06-08;2023-06-08;;2;26;3;false
Gelato Mr. Puffs;Griechenland ;6;3;2023-06-08;2023-06-08;;2;26;3;false
Bandiera Athen;Griechenland ;37.5;18.75;2023-06-08;2023-06-08;;2;26;3;false
Griechenland ;Mittagessen Sparta Point;36;18;2023-06-08;2023-06-08;;1;26;3;false
Abendessen Monastiraki;Griechenland ;25;12.5;2023-06-07;2023-06-07;;2;26;3;false
Griechenland ;Frühstück in Athen ;35;17.5;2023-06-07;2023-06-07;;1;26;3;false
Griechenland ;Airbnb Kouruta Tiny House;112.51;56.255;2023-06-06;2023-06-06;;2;26;3;false
Griechenland ;Abendessen in Athen (Taverna) ;50;25;2023-06-06;2023-06-06;;1;26;3;false
ÖPNV Athens 3 Tage;Griechenland ;40;20;2023-06-06;2023-06-06;;2;26;3;false
Edeka;;44.16;22.08;2023-06-03;2023-06-03;;2;18;3;false
Vollcorner;;10.76;5.38;2023-06-03;2023-06-03;;2;18;3;false
Kostas;;26.19;13.095;2023-06-03;2023-06-03;;2;18;3;false
Vollcorner ;;8.28;4.14;2023-06-03;2023-06-03;;1;18;3;false
Edeka ;;89.84;44.92;2023-06-01;2023-06-01;;1;18;3;false
Tanken;;56.93;28.465;2023-05-28;2023-05-28;;1;24;3;false
Edeka ;;59.77;29.885;2023-05-26;2023-05-26;;1;18;3;false
Internet;;34.9;17.45;2023-05-23;2023-05-23;;1;20;3;false
Vollcorner ;;31.73;15.865;2023-05-20;2023-05-20;;2;18;3;false
Edeka;;15.02;7.51;2023-05-20;2023-05-20;;2;18;3;false
Rossmann;;14.13;7.065;2023-05-20;2023-05-20;;2;22;3;false
Kostas;;35;17.5;2023-05-20;2023-05-20;;2;18;3;false
Tanken ;Daimel Wartenberg;57.57;28.785;2023-05-14;2023-05-14;;1;24;3;false
Edeka ;;15;7.5;2023-05-13;2023-05-13;;2;18;3;false
DM;;20;10;2023-05-13;2023-05-13;;2;22;3;false
Kostas;;30.61;15.305;2023-05-13;2023-05-13;;2;18;3;false
Apotheke;Folio;9.95;4.975;2023-05-13;2023-05-13;;2;18;3;false
Vollcorner;;33.03;16.515;2023-05-13;2023-05-13;;2;18;3;false
Edeka;;76.57;38.285;2023-05-13;2023-05-13;;2;18;3;false
Edeka;;6.97;3.485;2023-05-12;2023-05-12;;2;18;3;false
Edeka;;50.24;25.12;2023-05-06;2023-05-06;;2;18;3;false
Edeka;;21.55;10.775;2023-05-06;2023-05-06;;2;18;3;false
Vollcorner;;33.33;16.665;2023-05-06;2023-05-06;;2;18;3;false
Edeka;;40.02;20.01;2023-05-06;2023-05-06;;2;18;3;false
Pollito 🍗;;12;6;2023-05-03;2023-05-03;;2;18;3;false
Edeka ;;67.96;33.98;2023-04-29;2023-04-29;;1;18;3;false
Vollcorner ;;36.61;18.305;2023-04-29;2023-04-29;;1;18;3;false
Internet ;;34.9;17.45;2023-04-24;2023-04-24;;1;20;3;false
Edeka;;12.38;6.19;2023-04-24;2023-04-24;;2;18;3;false
Tatami Matten;9 Matten;100;50;2023-04-23;2023-04-23;;1;20;3;false
Kostas;;42.3;21.15;2023-04-22;2023-04-22;;2;18;3;false
Edeka;;47.02;23.51;2023-04-22;2023-04-22;;2;18;3;false
Vollcorner ;;28.7;14.35;2023-04-22;2023-04-22;;1;18;3;false
Kostas;;7;3.5;2023-04-22;2023-04-22;;2;18;3;false
ARD ZDF Beitragsservice;;55.08;27.54;2023-04-17;2023-04-17;;2;20;3;false
Edeka ;;56.98;28.49;2023-04-15;2023-04-15;;1;18;3;false
Vollcorner ;;15.55;7.775;2023-04-15;2023-04-15;;1;18;3;false
Kostas;;19.74;9.87;2023-04-14;2023-04-14;;2;18;3;false
Bäcker ;Brot;5;2.5;2023-04-13;2023-04-13;;1;18;3;false
Edeka;;23.07;11.535;2023-04-13;2023-04-13;;2;18;3;false
Vollcorner;;6.79;3.395;2023-04-08;2023-04-08;;2;18;3;false
Edeka;;35.42;17.71;2023-04-08;2023-04-08;;2;18;3;false
Rossmann;;8.22;4.11;2023-04-08;2023-04-08;;2;22;3;false
Vollcorner ;;23.87;11.935;2023-04-08;2023-04-08;;2;18;3;false
Bäcker ;Brot;5;2.5;2023-04-06;2023-04-06;;1;18;3;false
Edeka ;;101.73;50.865;2023-04-06;2023-04-06;;1;18;3;false
Vollcorner;;5.18;2.59;2023-04-01;2023-04-01;;2;18;3;false
Kostas;;27.16;13.58;2023-04-01;2023-04-01;;2;18;3;false
Edeka;;61.54;30.77;2023-04-01;2023-04-01;;2;18;3;false
Kostas;;38.59;19.295;2023-04-01;2023-04-01;;2;18;3;false
Vollcorner;;18.44;9.22;2023-04-01;2023-04-01;;2;18;3;false
Vollcorner;;12.96;6.48;2023-03-29;2023-03-29;;2;18;3;false
Netflix;;7.99;3.995;2023-03-28;2023-03-28;;2;20;3;false
Tulipani;;23.6;11.8;2023-03-27;2023-03-27;;2;20;3;false
DM;;14.15;7.075;2023-03-25;2023-03-25;;2;22;3;false
Kostas;;27.45;13.725;2023-03-25;2023-03-25;;2;18;3;false
Brot;;2.11;1.055;2023-03-25;2023-03-25;;2;18;3;false
Vollcorner;;36.79;18.395;2023-03-25;2023-03-25;;2;18;3;false
Edeka;;20.3;10.15;2023-03-25;2023-03-25;;2;18;3;false
Edeka ;;43.25;21.625;2023-03-24;2023-03-24;;1;18;3;false
Internet ;;34.9;17.45;2023-03-23;2023-03-23;;1;20;3;false
Edeka;;23.35;11.675;2023-03-20;2023-03-20;;2;18;3;false
Griechenland ;Flugtickets für 2 Personen ;538.76;269.38;2023-03-19;2023-03-19;;1;26;3;false
Edeka;;19.39;9.695;2023-03-18;2023-03-18;;2;18;3;false
Edeka ;;77.2;38.6;2023-03-18;2023-03-18;;1;18;3;false
Vollcorner ;;26.99;13.495;2023-03-18;2023-03-18;;1;18;3;false
Kostas;;39.01;19.505;2023-03-18;2023-03-18;;2;18;3;false
Brot;;9.5;4.75;2023-03-17;2023-03-17;;2;18;3;false
Kostas;;28.56;14.28;2023-03-14;2023-03-14;;2;18;3;false
Vollcorner;;9.94;4.97;2023-03-14;2023-03-14;;2;18;3;false
Vollcorner ;;55.13;27.565;2023-03-11;2023-03-11;;1;18;3;false
Edeka ;;76.8;38.4;2023-03-10;2023-03-10;;1;18;3;false
DM;;5.3;2.65;2023-03-06;2023-03-06;;2;22;3;false
Baumarkt ;Erde, Topf, Fußmatte, Haken, Lasur;73.95;36.975;2023-03-04;2023-03-04;;1;20;3;false
Kostas ;;51.11;25.555;2023-03-04;2023-03-04;;2;18;3;false
Edeka ;;68.55;34.275;2023-03-04;2023-03-04;;1;18;3;false
Vollcorner ;;26.48;13.24;2023-03-04;2023-03-04;;1;18;3;false
Vollcorner ;;35.52;17.76;2023-03-01;2023-03-01;;1;18;3;false
Netflix;;7.99;3.995;2023-03-01;2023-03-01;;2;20;3;false
Strom;;32;16;2023-02-28;2023-02-28;;2;20;3;false
Edeka;;42.67;21.335;2023-02-28;2023-02-28;;2;18;3;false
Tanken;Deimel Wartenberg ;49.09;24.545;2023-02-26;2023-02-26;;1;24;3;false
Geschenk für Andi 40er;Gutschein Augustiner Bräustube;40;20;2023-02-25;2023-02-25;;1;17;3;false
CaVa;Essen mit José;80;40;2023-02-23;2023-02-23;;2;19;3;false
Internet ;;34.9;17.45;2023-02-20;2023-02-20;;1;20;3;false
Vollcorner;;5.38;2.69;2023-02-18;2023-02-18;;2;18;3;false
Kostas;;47.66;23.83;2023-02-18;2023-02-18;;2;18;3;false
Edeka;;54.2;27.1;2023-02-18;2023-02-18;;1;18;3;false
Vollcorner ;;25.96;12.98;2023-02-18;2023-02-18;;2;18;3;false
Edeka;;7.22;3.61;2023-02-17;2023-02-17;;2;18;3;false
Edeka ;;51.71;25.855;2023-02-11;2023-02-11;;1;18;3;false
Kostas;;87.88;43.94;2023-02-11;2023-02-11;;2;18;3;false
Vollcorner ;;56.54;28.27;2023-02-11;2023-02-11;;1;18;3;false
DM;Nachfüllseife (Frosch) ;4.9;2.45;2023-02-11;2023-02-11;;1;22;3;false
Geschenk für Milena ;Skateboard & Schonerset;49.82;24.91;2023-02-08;2023-02-08;;1;17;3;false
Vollcorner ;;90.26;45.13;2023-02-04;2023-02-04;;1;18;3;false
Edeka;;38.83;19.415;2023-02-04;2023-02-04;;1;18;3;false
Kostas ;;20;10;2023-01-31;2023-01-31;;2;18;3;false
Vollcorner ;;13.5;6.75;2023-01-31;2023-01-31;;2;18;3;false
Strom;;32;16;2023-01-30;2023-01-30;;2;20;3;false
Edeka;;58.09;29.045;2023-01-28;2023-01-28;;2;18;3;false
Edeka ;;20.93;10.465;2023-01-28;2023-01-28;;1;18;3;false
DM;;9;4.5;2023-01-28;2023-01-28;;2;22;3;false
Edeka;;54.37;27.185;2023-01-28;2023-01-28;;2;18;3;false
Edeka;;26.37;13.185;2023-01-28;2023-01-28;;2;18;3;false
Netflix;;7.99;3.995;2023-01-28;2023-01-28;;2;20;3;false
Vollcorner ;;21.16;10.58;2023-01-24;2023-01-24;;2;18;3;false
Edeka;;46.83;23.415;2023-01-23;2023-01-23;;2;18;3;false
Deko;Tischläufer;17.99;8.995;2023-01-21;2023-01-21;;2;20;3;false
Edeka;;10.56;5.28;2023-01-20;2023-01-20;;2;18;3;false
Internet;;34.9;17.45;2023-01-20;2023-01-20;;1;20;3;false
Brot;;4.51;2.255;2023-01-19;2023-01-19;;2;18;3;false
ARD ZDF Radio;;55.08;27.54;2023-01-16;2023-01-16;;2;20;3;false
Vollcorner;;41.7;20.85;2023-01-16;2023-01-16;;2;18;3;false
Tanken;Wartenberg;54.8;27.4;2023-01-14;2023-01-14;;1;24;3;false
Rewe Erding;;53.92;26.96;2023-01-13;2023-01-13;;2;18;3;false
Edeka;;46.72;23.36;2023-01-12;2023-01-12;;1;18;3;false
Ausgleichzahlung von Sven;;-48.97;-24.485;2022-12-31;2022-12-31;;2;16;3;false
Ausgleichszahlung an Montse;;48.97;24.485;2022-12-31;2022-12-31;;1;16;3;false
Internet;M-Net ;34.9;17.45;2022-12-22;2022-12-22;;1;20;3;false
SWM Strom;;32;16;2022-12-18;2022-12-18;;2;20;3;false
DM;Verschiedene;20;10;2022-12-10;2022-12-10;;2;22;3;false
Kostas ;Olivenöl X 2 Aufschnitt;90;45;2022-12-10;2022-12-10;;2;18;3;false
Hugendubel ;Bücher;43.98;21.99;2022-12-10;2022-12-10;;2;17;3;false
Vollcorner;Brot;3.83;1.915;2022-12-10;2022-12-10;;2;18;3;false
Edeka;;50;25;2022-12-10;2022-12-10;;2;18;3;false
Vollcorner;Fleisch und Cookies;17.16;8.58;2022-12-10;2022-12-10;;2;18;3;false
Edeka;;61.01;30.505;2022-12-07;2022-12-07;;1;18;3;false
Vollcorner;;14.7;7.35;2022-12-03;2022-12-03;;2;18;3;false
Kostas;;16;8;2022-12-03;2022-12-03;;2;18;3;false
Edeka ;;73.56;36.78;2022-12-01;2022-12-01;;1;18;3;false
Rossman ;Kerzen + Nüsse;19.47;9.735;2022-12-01;2022-12-01;;1;18;3;false
SWM Strom;;32;16;2022-11-28;2022-11-28;;2;20;3;false
Edeka;;42.15;21.075;2022-11-27;2022-11-27;;2;18;3;false
Kostas;;27.3;13.65;2022-11-27;2022-11-27;;2;18;3;false
Hugendubel;;31.97;15.985;2022-11-26;2022-11-26;;2;17;3;false
Vollcorner;;51.28;25.64;2022-11-26;2022-11-26;;2;18;3;false
Vollcorner;;33.71;16.855;2022-11-24;2022-11-24;;2;18;3;false
Obstladen Westend;;12.15;6.075;2022-11-23;2022-11-23;;2;18;3;false
Edeka ;;67.28;33.64;2022-11-22;2022-11-22;;1;18;3;false
Internet ;M-Net ;34.9;17.45;2022-11-22;2022-11-22;;1;20;3;false
Kostas;;31.95;15.975;2022-11-21;2022-11-21;;2;18;3;false
Edeka ;;52.05;26.025;2022-11-19;2022-11-19;;1;18;3;false
Vollcorner;;24.94;12.47;2022-11-19;2022-11-19;;2;18;3;false
Kostas;;50;25;2022-11-19;2022-11-19;;1;18;3;false
Vollcorner ;;57;28.5;2022-11-12;2022-11-12;;2;18;3;false
Edeka ;;73.56;36.78;2022-11-12;2022-11-12;;1;18;3;false
Edeka;;6.93;3.465;2022-11-12;2022-11-12;;2;18;3;false
Bäckerei ;Brot und Kuchen;11;5.5;2022-11-11;2022-11-11;;2;18;3;false
Vollcorner;;19.76;9.88;2022-11-11;2022-11-11;;2;18;3;false
Edeka ;;50.18;25.09;2022-11-08;2022-11-08;;1;18;3;false
Tanken;Deimel Wartenberg;50.49;25.245;2022-11-06;2022-11-06;;1;24;3;false
Edeka;;115.21;57.605;2022-10-29;2022-10-29;;1;18;3;false
Vollcorner;;14.6;7.3;2022-10-29;2022-10-29;;1;18;3;false
Reparatur & TÜV;Reparaturen (Scheinwerferglühbirne 2x, Heckklappenstoßdämpfer, Rückspiegel) und TÜV;400;200;2022-10-26;2022-10-26;;1;24;3;false
Vollcorner;;26.07;13.035;2022-10-22;2022-10-22;;1;18;3;false
Edeka;;8.83;4.415;2022-10-22;2022-10-22;;2;18;3;false
Rossmann;Schwangerschaftstest, welche Kategorie?;12.45;6.225;2022-10-22;2022-10-22;;2;20;3;false
Edeka ;;57.36;28.68;2022-10-22;2022-10-22;;1;18;3;false
Apotheke;Folio, Kaiser Natron, Birkenzucker;13.7;6.85;2022-10-22;2022-10-22;;1;22;3;false
Internet ;;34.9;17.45;2022-10-21;2022-10-21;;1;20;3;false
SWM Strom Rückzahlung;;-14.27;-7.135;2022-10-19;2022-10-19;;2;20;3;false
Kostas;;20.38;10.19;2022-10-19;2022-10-19;;2;18;3;false
DM;;19.5;9.75;2022-10-19;2022-10-19;;2;22;3;false
Feneberg;;8.81;4.405;2022-10-19;2022-10-19;;2;18;3;false
Kostas;;25;12.5;2022-10-17;2022-10-17;;2;18;3;false
Edeka;;22.94;11.47;2022-10-17;2022-10-17;;2;18;3;false
ARD ZDF Radiobeitragsservice;;55.08;27.54;2022-10-17;2022-10-17;;2;20;3;false
Vollcorner;;22.97;11.485;2022-10-17;2022-10-17;;2;18;3;false
Brot;Café / Bäckerei in der Karl-Spengler-Straße ;5;2.5;2022-10-13;2022-10-13;;1;18;3;false
Vollcorner;;51.74;25.87;2022-10-12;2022-10-12;;2;18;3;false
Vollcorner;;31.99;15.995;2022-10-08;2022-10-08;;1;18;3;false
Edeka;;64.01;32.005;2022-10-08;2022-10-08;;1;18;3;false
Parken;Wanderparkplatz Ettal;6;3;2022-10-07;2022-10-07;;1;24;3;false
Tanken;Rückfahrt Ettal (Notkarspitze) ;65.48;32.74;2022-10-07;2022-10-07;;1;24;3;false
Edeka;;79.31;39.655;2022-10-06;2022-10-06;;1;18;3;false
Edeka;;22.19;11.095;2022-10-01;2022-10-01;;2;18;3;false
Vollcorner;;45.47;22.735;2022-10-01;2022-10-01;;2;18;3;false
Netflix;;7.99;3.995;2022-10-01;2022-10-01;;2;20;3;false
Edeka;;37.48;18.74;2022-10-01;2022-10-01;;2;18;3;false
SWM Storm;;27;13.5;2022-09-28;2022-09-28;;2;20;3;false
Netflix;;7.99;3.995;2022-09-27;2022-09-27;;2;20;3;false
Vollcorner;;71.36;35.68;2022-09-24;2022-09-24;;1;18;3;false
Edeka ;;60.86;30.43;2022-09-24;2022-09-24;;1;18;3;false
Edeka;;16.15;8.075;2022-09-24;2022-09-24;;1;18;3;false
Internet ;;34.9;17.45;2022-09-20;2022-09-20;;1;20;3;false
Edeka ;;17.88;8.94;2022-09-17;2022-09-17;;1;18;3;false
Vollcorner;;60.03;30.015;2022-09-17;2022-09-17;;1;18;3;false
Brot;;4.1;2.05;2022-09-16;2022-09-16;;1;18;3;false
Rossmann;;17.43;8.715;2022-09-15;2022-09-15;;1;18;3;false
Edeka;;58.62;29.31;2022-09-15;2022-09-15;;2;18;3;false
Edeka;;9.59;4.795;2022-09-15;2022-09-15;;1;18;3;false
Biergarten mit José;;48.3;24.15;2022-09-13;2022-09-13;;2;19;3;false
Vollcorner;;35.06;17.53;2022-09-10;2022-09-10;;1;18;3;false
Edeka;;27.6;13.8;2022-09-10;2022-09-10;;1;18;3;false
Umlagefähigen Betriebskosten 2021;;386.51;193.255;2022-09-09;2022-09-09;;2;20;3;false
Edeka;;63.57;31.785;2022-09-07;2022-09-07;;1;18;3;false
Edeka;;25.33;12.665;2022-09-03;2022-09-03;;2;18;3;false
Brot;;4.84;2.42;2022-09-02;2022-09-02;;2;18;3;false
Schinken;;29.71;14.855;2022-09-02;2022-09-02;;2;18;3;false
Vollcorner;;32.25;16.125;2022-09-02;2022-09-02;;2;18;3;false
Edeka;;43.14;21.57;2022-08-30;2022-08-30;;2;18;3;false
Netflix;;7.99;3.995;2022-08-29;2022-08-29;;2;20;3;false
SWM Strom;;27;13.5;2022-08-29;2022-08-29;;2;20;3;false
Edeka;;82.86;41.43;2022-08-26;2022-08-26;;1;18;3;false
Geschenk;Kilian Geburtstag;25;12.5;2022-08-23;2022-08-23;;1;17;3;false
Geschenk;Baumarktgutschein für Lenz Geburtstag;50;25;2022-08-23;2022-08-23;;1;17;3;false
Tanken;;75.69;37.845;2022-08-21;2022-08-21;;1;24;3;false
Edeka;;68.46;34.23;2022-08-20;2022-08-20;;1;18;3;false
Vollcorner;;59.36;29.68;2022-08-20;2022-08-20;;1;18;3;false
Internet;;34.9;17.45;2022-08-19;2022-08-19;;1;20;3;false
Edeka;;8.86;4.43;2022-08-14;2022-08-14;;2;18;3;false
Vollcorner;;47.44;23.72;2022-08-13;2022-08-13;;1;18;3;false
Edeka ;;53.04;26.52;2022-08-13;2022-08-13;;1;18;3;false
DM;;15.7;7.85;2022-08-13;2022-08-13;;1;22;3;false
Madame Hu mit Pili;;64;32;2022-08-12;2022-08-12;;2;19;3;false
Edeka;;29.65;14.825;2022-08-10;2022-08-10;;1;18;3;false
Edeka;;52.19;26.095;2022-08-04;2022-08-04;;1;18;3;false
Edeka;;49.47;24.735;2022-08-03;2022-08-03;;2;18;3;false
Edeka;;52.85;26.425;2022-07-30;2022-07-30;;2;18;3;false
Vollcorner;;11.37;5.685;2022-07-30;2022-07-30;;2;18;3;false
DM;;21.75;10.875;2022-07-30;2022-07-30;;2;22;3;false
SWM Strom;;27;13.5;2022-07-28;2022-07-28;;2;20;3;false
Edeka;;50.78;25.39;2022-07-28;2022-07-28;;1;18;3;false
Netflix;;7.99;3.995;2022-07-27;2022-07-27;;2;20;3;false
Edeka;;17.4;8.7;2022-07-25;2022-07-25;;1;18;3;false
Internet;;34.9;17.45;2022-07-22;2022-07-22;;1;20;3;false
Edeka ;;72.52;36.26;2022-07-20;2022-07-20;;1;18;3;false
Edeka;;57;28.5;2022-07-16;2022-07-16;;2;18;3;false
ARD ZDF Radiobeitragsservice;;55.08;27.54;2022-07-15;2022-07-15;;2;20;3;false
Vollcorner Benita;;7.49;3.745;2022-07-13;2022-07-13;;2;18;3;false
Kostas;;26.92;13.46;2022-07-13;2022-07-13;;2;18;3;false
Edeka;;10.26;5.13;2022-07-11;2022-07-11;;2;18;3;false
Vollcorner;;22.76;11.38;2022-07-11;2022-07-11;;2;18;3;false
Tanken;;61.04;30.52;2022-07-10;2022-07-10;;1;24;3;false
Hochzeitsgeschenk;Hochzeit Ramona & Roland;150;75;2022-07-09;2022-07-09;;1;17;3;false
Vollcorner;;9.99;4.995;2022-07-08;2022-07-08;;2;18;3;false
Geschenk Ramona&Roland;;17;8.5;2022-07-08;2022-07-08;;2;17;3;false
Edeka ;;63.32;31.66;2022-07-07;2022-07-07;;1;18;3;false
Essen im Zug nach München;;17;8.5;2022-07-06;2022-07-06;;2;26;3;false
